leto,podrocje,ime,URL,datum rojstva,drzava rojstva,nagrade
1947,Psihologija ali medicina,Carl Ferdinand Cori,https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori,1896-12-05,Austria-Hungary,Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine; Willard Gibbs Award
1947,Psihologija ali medicina,Gerty Cori,https://en.wikipedia.org/wiki/Gerty_Cori,1896-08-15,Austria-Hungary,Nobel Prize in Physiology or Medicine; Garvan–Olin Medal
1947,Psihologija ali medicina,Bernardo Houssay,https://en.wikipedia.org/wiki/Bernardo_Houssay,1887-04-10,Argentina,Nobel Prize for Physiology or Medicine; James Cook Medal
1948,Psihologija ali medicina,Paul Hermann Müller,https://en.wikipedia.org/wiki/Paul_Hermann_M%C3%BCller,1899-01-12,Switzerland,Nobel Prize in Physiology or Medicine
1949,Psihologija ali medicina,Walter Rudolf Hess,https://en.wikipedia.org/wiki/Walter_Rudolf_Hess,1881-03-17,Switzerland,Marcel Benoist Prize; Nobel Prize in Physiology or Medicine
1949,Psihologija ali medicina,António Egas Moniz,https://en.wikipedia.org/wiki/Ant%C3%B3nio_Egas_Moniz,1874-11-29,Portugal,Nobel Prize in Physiology or Medicine
1950,Psihologija ali medicina,Philip Showalter Hench,https://en.wikipedia.org/wiki/Philip_Showalter_Hench,1896-02-28,USA,Nobel Prize in Physiology or Medicine
1950,Psihologija ali medicina,Edward Calvin Kendall,https://en.wikipedia.org/wiki/Edward_Calvin_Kendall,1886-03-08,United States,Lasker Award; Passano Foundation; Nobel Prize in Physiology or Medicine; Cameron Prize for Therapeutics of the University of Edinburgh
1950,Psihologija ali medicina,Tadeus Reichstein,https://en.wikipedia.org/wiki/Tadeus_Reichstein,1897-07-20,Russian Empire,Marcel Benoist Prize; Nobel Prize in Physiology or Medicine; Cameron Prize for Therapeutics of the University of Edinburgh; Centenary Prize; Copley Medal
1951,Psihologija ali medicina,Max Theiler,https://en.wikipedia.org/wiki/Max_Theiler,1899-01-30,South African Republic (present-day South Africa,Chalmers Medal; Lasker-DeBakey Clinical Medical Research Award; Nobel Prize in Physiology or Medicine
1952,Psihologija ali medicina,Selman Waksman,https://en.wikipedia.org/wiki/Selman_Waksman,1888-07-22,Russian Empire (now Ukraine,Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine; Leeuwenhoek Medal
1953,Psihologija ali medicina,Hans Adolf Krebs,https://en.wikipedia.org/wiki/Hans_Adolf_Krebs,1900-08-25,German Empire,Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine; Royal Medal; Copley Medal
1953,Psihologija ali medicina,Fritz Albert Lipmann,https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann,1899-06-12,Russia,Nobel Prize in Physiology or Medicine; National Medal of Science
1954,Psihologija ali medicina,John Franklin Enders,https://en.wikipedia.org/wiki/John_Franklin_Enders,1897-02-10,Connecticut,Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine; Cameron Prize for Therapeutics of the University of Edinburgh
1954,Psihologija ali medicina,Frederick Chapman Robbins,https://en.wikipedia.org/wiki/Frederick_Chapman_Robbins,1916-08-25,Alabama,E. Mead Johnson Award; Nobel Prize in Physiology or Medicine
1954,Psihologija ali medicina,Thomas Huckle Weller,https://en.wikipedia.org/wiki/Thomas_Huckle_Weller,1915-06-15,Michigan,E. Mead Johnson Award; Nobel Prize in Physiology or Medicine; Walter Reed Medal
1955,Psihologija ali medicina,Hugo Theorell,https://en.wikipedia.org/wiki/Hugo_Theorell,1903-07-06,Sweden,Nobel Prize in Physiology or Medicine
1956,Psihologija ali medicina,André Frédéric Cournand,https://en.wikipedia.org/wiki/Andr%C3%A9_Fr%C3%A9d%C3%A9ric_Cournand,1895-09-24,France,Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine
1956,Psihologija ali medicina,Werner Forssmann,https://en.wikipedia.org/wiki/Werner_Forssmann,1904-08-29,German Empire,Nobel Prize in Physiology or Medicine
1956,Psihologija ali medicina,Dickinson W. Richards,https://en.wikipedia.org/wiki/Dickinson_W._Richards,1895-10-30,U.S.,Nobel Prize in Physiology or Medicine
1957,Psihologija ali medicina,Daniel Bovet,https://en.wikipedia.org/wiki/Daniel_Bovet,1907-03-23,Switzerland,Cameron Prize for Therapeutics of the University of Edinburgh; Nobel Prize in Physiology or Medicine
1958,Psihologija ali medicina,George Beadle,https://en.wikipedia.org/wiki/George_Beadle,1903-10-22,U.S.,Albert Lasker Award for Basic Medical Research; Mendel Medal; Nobel Prize in Physiology or Medicine; Thomas Hunt Morgan Medal
1958,Psihologija ali medicina,Edward Tatum,https://en.wikipedia.org/wiki/Edward_Tatum,,,Nobel Prize in Physiology or Medicine
1958,Psihologija ali medicina,Joshua Lederberg,https://en.wikipedia.org/wiki/Joshua_Lederberg,1925-05-23,New Jersey,Nobel Prize in Physiology or Medicine; National Medal of Science; Presidential Medal of Freedom
1959,Psihologija ali medicina,Arthur Kornberg,https://en.wikipedia.org/wiki/Arthur_Kornberg,1918-03-03,U.S.,Paul-Lewis Award in Enzyme Chemistry; Nobel Prize in Physiology or Medicine; National Medal of Science; Gairdner Foundation Award
1959,Psihologija ali medicina,Severo Ochoa,https://en.wikipedia.org/wiki/Severo_Ochoa,1905-09-24,Spain,Nobel Prize; Paul Karrer Gold Medal; National Medal of Science
1960,Psihologija ali medicina,Macfarlane Burnet,https://en.wikipedia.org/wiki/Macfarlane_Burnet,1899-09-03,Australia,Royal Medal; Albert Lasker Award; James Cook Medal; Copley Medal; Nobel Prize in Physiology or Medicine; Mueller Medal
1960,Psihologija ali medicina,Peter Medawar,https://en.wikipedia.org/wiki/Peter_Medawar,1915-02-28,Brazil,Royal Medal; Nobel Prize; Copley Medal; Kalinga Prize; Faraday Prize
1961,Psihologija ali medicina,Georg von Békésy,https://en.wikipedia.org/wiki/Georg_von_B%C3%A9k%C3%A9sy,1899-06-03,Kingdom of Hungary,Nobel Prize in Physiology or Medicine; ASA Gold Medal
1962,Psihologija ali medicina,Francis Crick,https://en.wikipedia.org/wiki/Francis_Crick,1916-06-08,England,Albert Lasker Award for Basic Medical Research; Gairdner Foundation International Award; Nobel Prize; Mendel Medal; Royal Medal; Copley Medal; Sir Hans Krebs Medal; Albert Medal; Golden Plate Award of the American Academy of Achievement [ 1 ]; American Academy of Achievement; [ 1 ]; Order of Merit
1962,Psihologija ali medicina,James Watson,https://en.wikipedia.org/wiki/James_Watson,1928-04-06,U.S.,Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine; John J. Carty Award; Copley Medal  [ 1 ] [ 2 ]; Copley Medal; [ 1 ]; [ 2 ]; Lomonosov Gold Medal
1962,Psihologija ali medicina,Maurice Wilkins,https://en.wikipedia.org/wiki/Maurice_Wilkins,1916-12-15,New Zealand,Lasker Award; Nobel Prize in Physiology or Medicine
1963,Psihologija ali medicina,John Eccles,https://en.wikipedia.org/wiki/John_Eccles,,,
1963,Psihologija ali medicina,Alan Hodgkin,https://en.wikipedia.org/wiki/Alan_Hodgkin,1914-02-05,England,Royal Medal; Physiological Society Annual Review Prize Lecture; Nobel Prize in Physiology or Medicine; Copley Medal
1963,Psihologija ali medicina,Andrew Huxley,https://en.wikipedia.org/wiki/Andrew_Huxley,1917-11-22,England,Nobel Prize in Physiology or Medicine; Copley Medal; Knight Bachelor; Physiological Society Annual Review Prize Lecture; Baly Medal; Order of Merit; HonFREng
1964,Psihologija ali medicina,Konrad Emil Bloch,https://en.wikipedia.org/wiki/Konrad_Emil_Bloch,,,Nobel Prize in Physiology or Medicine; Ernest Guenther Award
1964,Psihologija ali medicina,Feodor Lynen,https://en.wikipedia.org/wiki/Feodor_Lynen,,,Nobel Prize in Physiology or Medicine
1965,Psihologija ali medicina,François Jacob,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Jacob,1920-06-17,France,Mendel Medal; Grand Prix Charles-Leopold Mayer; Nobel Prize in Physiology or Medicine; Sir Hans Krebs Medal
1965,Psihologija ali medicina,André Michel Lwoff,https://en.wikipedia.org/wiki/Andr%C3%A9_Michel_Lwoff,1902-05-08,France,Nobel Prize in Medicine; Leeuwenhoek Medal
1965,Psihologija ali medicina,Jacques Monod,https://en.wikipedia.org/wiki/Jacques_Monod,1910-02-09,France,Nobel Prize in Physiology or Medicine; Legion of Honour
1966,Psihologija ali medicina,Francis Peyton Rous,https://en.wikipedia.org/wiki/Francis_Peyton_Rous,,,Albert Lasker Award for Basic Medical Research; National Medal of Science; Paul Ehrlich and Ludwig Darmstaedter Prize; Nobel Prize in Physiology or Medicine
1966,Psihologija ali medicina,Charles Brenton Huggins,https://en.wikipedia.org/wiki/Charles_Brenton_Huggins,1901-09-22,Canada,Nobel Prize for Physiology or Medicine; Cameron Prize for Therapeutics of the University of Edinburgh; Gairdner Foundation International Award
1967,Psihologija ali medicina,Ragnar Granit,https://en.wikipedia.org/wiki/Ragnar_Granit,1900-10-30,Russian Empire,Björkénska priset; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Nobel Prize in Physiology or Medicine
1967,Psihologija ali medicina,Haldan Keffer Hartline,https://en.wikipedia.org/wiki/Haldan_Keffer_Hartline,1903-12-22,U.S.,ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Nobel Prize in Physiology or Medicine
1967,Psihologija ali medicina,George Wald,https://en.wikipedia.org/wiki/George_Wald,1906-11-18,U.S.,Eli Lilly Award in Biological Chemistry; Albert Lasker Award for Basic Medical Research; Rumford Prize; Guggenheim Fellowship; Frederic Ives Medal; Nobel Prize in Physiology or Medicine; Massey Lecture
1968,Psihologija ali medicina,Robert W. Holley,https://en.wikipedia.org/wiki/Robert_W._Holley,1922-01-28,Illinois,Albert Lasker Award for Basic Medical Research; NAS Award in Molecular Biology; Nobel Prize in Physiology or Medicine
1968,Psihologija ali medicina,Har Gobind Khorana,https://en.wikipedia.org/wiki/Har_Gobind_Khorana,1922-01-09,Pakistan,Nobel Prize in Medicine; Gairdner Foundation International Award; Louisa Gross Horwitz Prize; Albert Lasker Award for Basic Medical Research; Padma Vibhushan; Willard Gibbs Award
1968,Psihologija ali medicina,Marshall Warren Nirenberg,https://en.wikipedia.org/wiki/Marshall_Warren_Nirenberg,1927-04-10,New York,NAS Award in Molecular Biology; National Medal of Science; Pfizer Award in Enzyme Chemistry; Gairdner Foundation International Award; Albert Lasker Award; Nobel Prize in Physiology or Medicine; Franklin Medal; Louisa Gross Horwitz Prize; William H. Nichols Medal
1969,Psihologija ali medicina,Max Delbrück,https://en.wikipedia.org/wiki/Max_Delbr%C3%BCck,1906-09-04,German Empire,Mendel Medal; Louisa Gross Horwitz Prize; Nobel Prize in Physiology or Medicine
1969,Psihologija ali medicina,Alfred Hershey,https://en.wikipedia.org/wiki/Alfred_Hershey,1908-12-04,U.S.,Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine
1969,Psihologija ali medicina,Salvador Luria,https://en.wikipedia.org/wiki/Salvador_Luria,1912-08-13,Kingdom of Italy,John Simon Guggenheim Memorial Fellowship; Nobel Prize in Physiology or Medicine; Louisa Gross Horwitz Prize
1970,Psihologija ali medicina,Julius Axelrod,https://en.wikipedia.org/wiki/Julius_Axelrod,1912-05-30,U.S.,Gairdner Foundation International Award; Nobel Prize in Physiology or Medicine
1970,Psihologija ali medicina,Ulf von Euler,https://en.wikipedia.org/wiki/Ulf_von_Euler,,,Gairdner Foundation International Award; Nobel Prize in Physiology or Medicine; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
1970,Psihologija ali medicina,Bernard Katz,https://en.wikipedia.org/wiki/Bernard_Katz,1911-03-26,German Empire,Royal Society Copley Medal; Nobel Prize in Physiology or Medicine; Ralph W. Gerard Prize in Neuroscience
1971,Psihologija ali medicina,Earl Wilbur Sutherland Jr.,https://en.wikipedia.org/wiki/Earl_Wilbur_Sutherland_Jr.,1915-11-19,U.S.,Gairdner Foundation International Award; Albert Lasker Award for Basic Medical Research; Dickson Prize; Nobel Prize in Physiology or Medicine; National Medal of Science
1972,Psihologija ali medicina,Gerald Edelman,https://en.wikipedia.org/wiki/Gerald_Edelman,1929-07-01,U.S.,Nobel Prize in Physiology or Medicine
1972,Psihologija ali medicina,Rodney Robert Porter,https://en.wikipedia.org/wiki/Rodney_Robert_Porter,1917-10-08,England,Gairdner Foundation International Award; Nobel Prize in Physiology or Medicine; Royal Medal; Copley Medal
1973,Psihologija ali medicina,Karl von Frisch,https://en.wikipedia.org/wiki/Karl_von_Frisch,1886-11-20,Austria-Hungary (now Austria,ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Nobel Prize in Physiology or Medicine; Balzan Prize for Biology; Balzan Prize; Kalinga Prize; Magellanic Premium; Lieben Prize
1973,Psihologija ali medicina,Konrad Lorenz,https://en.wikipedia.org/wiki/Konrad_Lorenz,1903-11-07,Austria-Hungary,ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Kalinga Prize; Nobel Prize in Physiology or Medicine
1973,Psihologija ali medicina,Nikolaas Tinbergen,https://en.wikipedia.org/wiki/Nikolaas_Tinbergen,1907-04-15,Netherlands,FRS  [ 1 ]; FRS; [ 1 ]; Nobel Prize in Physiology or Medicine
1974,Psihologija ali medicina,Albert Claude,https://en.wikipedia.org/wiki/Albert_Claude,1899-08-24,Belgium,Louisa Gross Horwitz Prize; Paul Ehrlich and Ludwig Darmstaedter Prize; Nobel Prize in Physiology or Medicine
1974,Psihologija ali medicina,Christian de Duve,https://en.wikipedia.org/wiki/Christian_de_Duve,1917-10-02,England,Francqui Prize  Gairdner Foundation International Award  Dr H.P. Heineken Prize for Biochemistry and Biophysics  Nobel Prize for Physiology or Medicine  E.B. Wilson Medal; Francqui Prize; Gairdner Foundation International Award; Dr H.P. Heineken Prize for Biochemistry and Biophysics; Nobel Prize for Physiology or Medicine; E.B. Wilson Medal
1974,Psihologija ali medicina,George Emil Palade,https://en.wikipedia.org/wiki/George_Emil_Palade,1912-11-19,Kingdom of Romania,Albert Lasker Award for Basic Medical Research; Gairdner Foundation International Award; Louisa Gross Horwitz Prize; Nobel Prize in Physiology or Medicine; E. B. Wilson Medal; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; National Medal of Science
1975,Psihologija ali medicina,David Baltimore,https://en.wikipedia.org/wiki/David_Baltimore,1938-03-07,U.S.,NAS Award in Molecular Biology; Nobel Prize in Physiology or Medicine; Sir Hans Krebs Medal; National Medal of Science; Lasker Award
1975,Psihologija ali medicina,Renato Dulbecco,https://en.wikipedia.org/wiki/Renato_Dulbecco,1914-02-22,Italy,Albert Lasker Award for Basic Medical Research; Paul Ehrlich and Ludwig Darmstaedter Prize; Louisa Gross Horwitz Prize; Selman A. Waksman Award; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Nobel Prize in Physiology or Medicine
1975,Psihologija ali medicina,Howard Martin Temin,https://en.wikipedia.org/wiki/Howard_Martin_Temin,1934-12-10,U.S,NAS Award in Molecular Biology; Pfizer Award in Enzyme Chemistry; Nobel Prize in Physiology or Medicine
1976,Psihologija ali medicina,Baruch Samuel Blumberg,https://en.wikipedia.org/wiki/Baruch_Samuel_Blumberg,1925-07-28,U.S.,Nobel Prize in Medicine
1976,Psihologija ali medicina,Daniel Carleton Gajdusek,https://en.wikipedia.org/wiki/Daniel_Carleton_Gajdusek,1923-09-09,U.S.,E. Mead Johnson Award; Nobel Prize in Physiology or Medicine
1977,Psihologija ali medicina,Roger Guillemin,https://en.wikipedia.org/wiki/Roger_Guillemin,1924-01-11,France,National Medal of Science; Nobel Prize; Dickson Prize
1977,Psihologija ali medicina,Andrew Schally,https://en.wikipedia.org/wiki/Andrew_Schally,1926-11-30,Lithuania,Albert Lasker Award; Nobel Prize in Physiology or Medicine
1977,Psihologija ali medicina,Rosalyn Sussman Yalow,https://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow,1921-07-19,U.S.,Dickson Prize; AMA Scientific Achievement Award; Albert Lasker Award for Basic Medical Research; Nobel Prize in Physiology or Medicine; President's Award for Distinguished Federal Civilian Service; National Medal of Science
1978,Psihologija ali medicina,Werner Arber,https://en.wikipedia.org/wiki/Werner_Arber,1929-06-03,Switzerland,Nobel Prize in Physiology or Medicine
1978,Psihologija ali medicina,Daniel Nathans,https://en.wikipedia.org/wiki/Daniel_Nathans,1928-10-30,U.S,NAS Award in Molecular Biology; Nobel Prize in Physiology or Medicine; National Medal of Science
1978,Psihologija ali medicina,Hamilton O. Smith,https://en.wikipedia.org/wiki/Hamilton_O._Smith,1931-08-23,U.S [ 1 ],Nobel Prize in Physiology or Medicine
1979,Psihologija ali medicina,Allan McLeod Cormack,https://en.wikipedia.org/wiki/Allan_McLeod_Cormack,,,Nobel Prize in Physiology or Medicine; National Medal of Science
1979,Psihologija ali medicina,Godfrey Hounsfield,https://en.wikipedia.org/wiki/Godfrey_Hounsfield,,,FRS  [ 1 ]; FRS; [ 1 ]; Duddell Medal and Prize; Mullard Award; Nobel Prize for Physiology or Medicine
1980,Psihologija ali medicina,Baruj Benacerraf,https://en.wikipedia.org/wiki/Baruj_Benacerraf,1920-10-29,Venezuela [ 6 ],National Medal of Science; 1980 Nobel Prize in Physiology or Medicine [ 1 ] [ 2 ] [ 3 ]; Nobel Prize in Physiology or Medicine; [ 1 ]; [ 2 ]; [ 3 ]
1980,Psihologija ali medicina,Jean Dausset,https://en.wikipedia.org/wiki/Jean_Dausset,1916-10-19,France,Nobel Prize in Physiology or Medicine; Wolf Prize in Medicine
1980,Psihologija ali medicina,George Davis Snell,https://en.wikipedia.org/wiki/George_Davis_Snell,,,Nobel Prize in Physiology or Medicine; Wolf Prize in Medicine
1981,Psihologija ali medicina,Roger Wolcott Sperry,https://en.wikipedia.org/wiki/Roger_Wolcott_Sperry,2018-08-21,U.S.,Nobel Prize in Physiology or Medicine
1981,Psihologija ali medicina,David H. Hubel,https://en.wikipedia.org/wiki/David_H._Hubel,1926-02-27,Canada,Rosenstiel Award; Karl Spencer Lashley Award; Louisa Gross Horwitz Prize; Dickson Prize; Nobel Prize in Physiology or Medicine; ForMemRS  [ 1 ] [ 2 ]; ForMemRS; [ 1 ]; [ 2 ]; Ralph W. Gerard Prize in Neuroscience
1981,Psihologija ali medicina,Torsten Wiesel,https://en.wikipedia.org/wiki/Torsten_Wiesel,1924-06-03,Sweden,Karl Spencer Lashley Award; Louisa Gross Horwitz Prize; Dickson Prize; Nobel Prize in Physiology or Medicine  [ 1 ]; Nobel Prize in Physiology or Medicine; [ 1 ]; ForMemRS  [ 2 ] [ 3 ]; ForMemRS; [ 2 ]; [ 3 ]; National Medal of Science [ 4 ]; National Medal of Science; [ 4 ]
1982,Psihologija ali medicina,Sune Bergström,https://en.wikipedia.org/wiki/Sune_Bergstr%C3%B6m,1916-01-10,Sweden,Gairdner Foundation International Award; Cameron Prize for Therapeutics of the University of Edinburgh; Louisa Gross Horwitz Prize; Welch Award in Chemistry; Nobel Prize Medicine; Illis quorum
1982,Psihologija ali medicina,Bengt I. Samuelsson,https://en.wikipedia.org/wiki/Bengt_I._Samuelsson,1934-05-21,Sweden,Louisa Gross Horwitz Prize; Rosenstiel Award; Heinrich Wieland Prize; Nobel Prize for Physiology or Medicine; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]
1982,Psihologija ali medicina,John Vane,https://en.wikipedia.org/wiki/John_Vane,1927-03-29,England,FRS  [ 1 ]; FRS; [ 1 ]; Nobel Prize in Physiology or Medicine; Royal Medal; Lasker Award
1983,Psihologija ali medicina,Barbara McClintock,https://en.wikipedia.org/wiki/Barbara_McClintock,1902-06-16,United States,Member of the National Academy of Sciences  [ 1 ]; Member of the National Academy of Sciences; [ 1 ]; National Medal of Science; Thomas Hunt Morgan Medal; Wolf Prize in Medicine; Louisa Gross Horwitz Prize; Nobel Prize in Physiology or Medicine
1984,Psihologija ali medicina,Niels Kaj Jerne,https://en.wikipedia.org/wiki/Niels_Kaj_Jerne,,,Gairdner Foundation International Award; Marcel Benoist Prize; Nobel Prize in Physiology or Medicine
